job_id,country,employment_type,required_experience,required_education,industry,function,mentions_salary,telecommuting,has_company_logo,has_questions,fraudulent,from_US,industry_SWOE,function_SWOE
629,US,Full-time,Mid-Senior level,Certification,Oil & Energy,Other,1,0,1,1,1,1,-0.495323056,-2.216166691
630,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Networking,Information Technology,0,0,1,0,0,1,-1.006104093,-3.981639589
631,IE,Full-time,Unspecified,Unspecified,Telecommunications,Unspecified,0,0,1,1,0,0,-2.498791322,-2.898919407
632,GB,Unspecified,Not Applicable,Bachelor's Degree,Primary/Secondary Education,Education,1,0,0,0,0,0,-4.96652019,-5.736378521
633,US,Full-time,Associate,Bachelor's Degree,Biotechnology,Sales,0,0,1,0,0,1,-2.155633135,-3.549243538
634,MU,Contract,Entry level,High School or equivalent,Consumer Services,Customer Service,1,0,1,1,0,0,-2.633916062,-2.853301252
635,US,Full-time,Unspecified,Bachelor's Degree,Education Management,Education,0,0,1,1,0,1,-9.740450581,-5.736378521
636,HK,Full-time,Entry level,Bachelor's Degree,Computer Games,Quality Assurance,0,0,1,1,0,0,-7.492904484,-7.745619564
637,US,Part-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0,0,1,1,0,1,-2.498791322,-2.853301252
638,MU,Full-time,Associate,Bachelor's Degree,Computer Software,Data Analyst,0,0,1,1,0,0,-5.60491141,-2.970504436
639,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,1,-2.823138472,-2.898919407
640,US,Full-time,Entry level,Bachelor's Degree,Hospitality,Marketing,0,0,1,0,0,1,-1.674331188,-4.403047312
641,US,Full-time,Unspecified,Unspecified,Computer Software,Unspecified,0,0,0,0,0,1,-5.60491141,-2.898919407
642,GB,Full-time,Entry level,Bachelor's Degree,Retail,Production,1,0,1,0,0,0,-3.769772449,-7.789313116
643,GB,Full-time,Mid-Senior level,Unspecified,Design,Other,0,0,1,1,0,0,-3.437567297,-2.216166691
644,US,Full-time,Unspecified,Unspecified,Marketing and Advertising,Unspecified,0,0,0,0,0,1,-2.856609018,-2.898919407
645,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
646,EG,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
647,GB,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Marketing,1,0,1,0,0,0,-2.856609018,-4.403047312
648,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
649,GR,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Human Resources,0,0,1,1,0,0,-9.996358046,-3.080366137
650,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
651,US,Full-time,Associate,Unspecified,Pharmaceuticals,Sales,0,0,1,1,0,1,-6.787626341,-3.549243538
652,GB,Part-time,Entry level,Vocational,Retail,Sales,0,0,1,0,0,0,-3.769772449,-3.549243538
653,US,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,0,1,1,0,1,-9.740450581,-5.736378521
654,US,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0,0,1,0,0,1,-3.056588271,-1.458699604
655,US,Full-time,Mid-Senior level,Unspecified,Internet,Engineering,0,0,1,0,0,1,-9.996358046,-2.391780105
656,US,Part-time,Unspecified,Unspecified,Hospital & Health Care,Health Care Provider,0,0,1,1,0,1,-2.169675367,-5.775604967
657,GB,Full-time,Mid-Senior level,Unspecified,Publishing,Writing/Editing,1,0,1,0,0,0,-6.715221103,-7.917538129
658,US,Full-time,Unspecified,Unspecified,Building Materials,Unspecified,0,0,1,0,0,1,-4.308790063,-2.898919407
659,GB,Full-time,Not Applicable,High School or equivalent,Human Resources,Administrative,0,0,1,1,0,0,-2.834459249,-1.458699604
660,FR,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,0,1,0,0,0,-5.60491141,-3.981639589
661,US,Full-time,Mid-Senior level,Bachelor's Degree,Utilities,Engineering,0,1,0,0,0,1,-3.447741164,-2.391780105
662,US,Full-time,Unspecified,Bachelor's Degree,Information Technology and Services,Engineering,0,0,1,1,1,1,-3.972869919,-2.391780105
663,AU,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Design,0,0,1,0,0,0,-3.972869919,-4.708274573
664,US,Full-time,Unspecified,Unspecified,Building Materials,Unspecified,0,0,1,0,0,1,-4.308790063,-2.898919407
665,US,Full-time,Not Applicable,Certification,Hospital & Health Care,Health Care Provider,0,0,1,0,0,1,-2.169675367,-5.775604967
666,US,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0,0,1,0,0,1,-3.815002963,-2.853301252
667,US,Full-time,Entry level,Bachelor's Degree,Computer Software,Information Technology,1,1,0,0,0,1,-5.60491141,-3.981639589
668,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
669,US,Full-time,Unspecified,Unspecified,Building Materials,Unspecified,0,0,1,0,0,1,-4.308790063,-2.898919407
670,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,0,1,0,0,1,-5.60491141,-3.549243538
671,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
672,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
673,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
674,GR,Full-time,Mid-Senior level,Unspecified,Retail,Marketing,0,0,1,0,0,0,-3.769772449,-4.403047312
675,US,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,0,1,0,0,1,-2.633916062,-2.853301252
676,GB,Full-time,Entry level,Unspecified,Information Technology and Services,Administrative,1,0,1,0,0,0,-3.972869919,-1.458699604
677,US,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Management,0,0,1,0,0,1,-3.028126795,-3.943048543
678,US,Contract,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
679,US,Full-time,Not Applicable,Unspecified,Telecommunications,Marketing,0,0,0,1,0,1,-2.498791322,-4.403047312
680,US,Part-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0,0,1,0,0,1,-3.815002963,-2.853301252
681,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
682,US,Full-time,Unspecified,Bachelor's Degree,Information Technology and Services,Engineering,0,0,1,1,0,1,-3.972869919,-2.391780105
683,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
684,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
685,US,Full-time,Entry level,Bachelor's Degree,Internet,Engineering,0,0,1,1,0,1,-9.996358046,-2.391780105
686,US,Part-time,Entry level,High School or equivalent,Financial Services,Administrative,0,0,1,0,0,1,-3.056588271,-1.458699604
687,GR,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
688,GB,Full-time,Mid-Senior level,Unspecified,Computer Games,Unspecified,0,0,1,0,0,0,-7.492904484,-2.898919407
689,US,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Consulting,0,0,1,0,0,1,-3.028126795,-3.550086188
690,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
691,US,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Marketing,1,0,1,1,0,1,-3.972869919,-4.403047312
692,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,1,-3.972869919,-3.981639589
693,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
694,DE,Unspecified,Unspecified,Unspecified,Unspecified,Engineering,0,0,1,0,0,0,-2.823138472,-2.391780105
695,GB,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
696,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
697,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
698,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
699,US,Full-time,Unspecified,Unspecified,Building Materials,Sales,0,0,1,0,0,1,-4.308790063,-3.549243538
700,GB,Full-time,Associate,Unspecified,Marketing and Advertising,Sales,1,0,1,1,0,0,-2.856609018,-3.549243538
701,DE,Part-time,Unspecified,Unspecified,E-Learning,Engineering,0,0,1,0,0,0,-4.209827054,-2.391780105
702,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
703,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
704,BE,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,0,1,0,0,0,-5.60491141,-3.981639589
705,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
706,US,Full-time,Entry level,High School or equivalent,Civic & Social Organization,Health Care Provider,0,0,1,1,0,1,-3.959154557,-5.775604967
707,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
708,US,Part-time,Entry level,High School or equivalent,Internet,Business Development,1,0,1,1,0,1,-9.996358046,-2.806386024
709,US,Part-time,Entry level,High School or equivalent,Consumer Goods,Customer Service,0,0,1,0,0,1,-4.095068015,-2.853301252
710,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Writing/Editing,0,0,0,0,0,1,-5.60491141,-7.917538129
711,US,Full-time,Director,Master's Degree,Computer Software,Engineering,1,0,1,0,0,1,-5.60491141,-2.391780105
712,US,Full-time,Mid-Senior level,Unspecified,Design,Design,0,1,1,1,0,1,-3.437567297,-4.708274573
713,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
714,DE,Full-time,Entry level,Unspecified,Internet,Engineering,0,0,0,0,0,0,-9.996358046,-2.391780105
715,US,Full-time,Mid-Senior level,Unspecified,Marketing and Advertising,Public Relations,0,0,1,0,0,1,-2.856609018,-4.282798225
716,NL,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Production,0,0,1,0,0,0,-3.972869919,-7.789313116
717,MX,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Sales,0,0,1,1,0,0,-9.996358046,-3.549243538
718,GB,Full-time,Mid-Senior level,Unspecified,Internet,Design,0,0,1,1,0,0,-9.996358046,-4.708274573
719,US,Full-time,Director,Bachelor's Degree,Hospital & Health Care,Data Analyst,0,0,0,0,0,1,-2.169675367,-2.970504436
720,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,0,1,0,0,1,-5.60491141,-2.391780105
721,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,1,0,1,-3.972869919,-3.981639589
722,US,Full-time,Not Applicable,Unspecified,Financial Services,Finance,0,0,0,1,0,1,-3.056588271,-2.351014509
723,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
724,US,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Marketing,1,0,1,0,0,1,-2.856609018,-4.403047312
725,US,Full-time,Mid-Senior level,Unspecified,Banking,Business Development,0,1,0,0,0,1,-3.291500398,-2.806386024
726,GB,Full-time,Director,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
727,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,0,1,0,0,1,-5.60491141,-3.549243538
728,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
729,US,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Management,0,0,1,1,0,1,-3.992018165,-3.943048543
730,US,Full-time,Unspecified,Unspecified,Hospital & Health Care,Unspecified,0,0,0,0,0,1,-2.169675367,-2.898919407
731,NZ,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Unspecified,0,0,1,0,0,0,-3.972869919,-2.898919407
732,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
733,US,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0,0,1,0,0,1,-7.612026365,-2.853301252
734,US,Full-time,Associate,High School or equivalent,"Leisure, Travel & Tourism",Other,0,1,1,1,0,1,-0.977660261,-2.216166691
735,US,Full-time,Not Applicable,High School or equivalent,Marketing and Advertising,Marketing,1,0,0,0,0,1,-2.856609018,-4.403047312
736,US,Part-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0,0,1,0,0,1,-3.815002963,-2.853301252
737,US,Full-time,Unspecified,Unspecified,Building Materials,Unspecified,0,0,1,0,0,1,-4.308790063,-2.898919407
738,US,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0,0,1,0,0,1,-7.612026365,-2.853301252
739,US,Full-time,Associate,Bachelor's Degree,Human Resources,Human Resources,1,0,1,0,0,1,-2.834459249,-3.080366137
740,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
741,US,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Other,1,0,1,1,1,1,-0.495323056,-2.216166691
742,GB,Full-time,Associate,Bachelor's Degree,Computer Software,Engineering,0,0,1,1,0,0,-5.60491141,-2.391780105
743,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
744,US,Full-time,Mid-Senior level,Unspecified,Internet,Engineering,0,0,1,0,0,1,-9.996358046,-2.391780105
745,US,Full-time,Not Applicable,Unspecified,Consumer Goods,Sales,0,0,0,1,0,1,-4.095068015,-3.549243538
746,US,Part-time,Associate,Associate Degree,Religious Institutions,Unspecified,1,0,1,0,0,1,-4.96652019,-2.898919407
747,US,Full-time,Associate,High School or equivalent,Financial Services,Management,0,0,1,0,0,1,-3.056588271,-3.943048543
748,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
749,GB,Full-time,Not Applicable,High School or equivalent,Warehousing,Unspecified,0,0,1,1,0,0,-3.883577873,-2.898919407
750,Unspecified,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Marketing,1,0,1,0,0,0,-2.856609018,-4.403047312
751,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
752,US,Full-time,Mid-Senior level,Unspecified,Unspecified,Engineering,0,0,1,0,0,1,-2.823138472,-2.391780105
753,GB,Full-time,Entry level,Unspecified,Hospital & Health Care,Health Care Provider,0,0,1,1,0,0,-2.169675367,-5.775604967
754,GB,Full-time,Unspecified,Unspecified,Online Media,Data Analyst,1,0,1,0,0,0,-4.567343235,-2.970504436
755,US,Full-time,Entry level,Unspecified,Computer Software,Product Management,1,0,1,0,0,1,-5.60491141,-7.772064107
756,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
757,GB,Full-time,Mid-Senior level,Bachelor's Degree,Computer Games,Business Analyst,0,0,1,0,0,0,-7.492904484,-4.382942415
758,IE,Full-time,Not Applicable,Bachelor's Degree,Airlines/Aviation,Finance,0,0,1,1,0,0,-4.095068015,-2.351014509
759,US,Unspecified,Unspecified,Unspecified,Unspecified,Other,0,0,1,1,0,1,-2.823138472,-2.216166691
760,GB,Full-time,Entry level,Unspecified,Information Technology and Services,Sales,1,0,1,1,0,0,-3.972869919,-3.549243538
761,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Marketing,0,0,1,0,0,1,-5.60491141,-4.403047312
762,US,Contract,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0,0,1,1,0,1,-9.996358046,-2.391780105
763,US,Full-time,Associate,Bachelor's Degree,Financial Services,Accounting/Auditing,0,0,1,1,0,1,-3.056588271,-1.84570792
764,US,Unspecified,Entry level,Unspecified,Unspecified,Unspecified,1,0,0,0,0,1,-2.823138472,-2.898919407
765,US,Full-time,Associate,Bachelor's Degree,Internet,Business Development,0,0,1,1,0,1,-9.996358046,-2.806386024
766,US,Full-time,Unspecified,Unspecified,Financial Services,Unspecified,0,0,0,0,0,1,-3.056588271,-2.898919407
767,US,Full-time,Not Applicable,High School or equivalent,Insurance,Sales,0,0,1,1,0,1,-2.970474687,-3.549243538
768,US,Full-time,Associate,Bachelor's Degree,Mechanical or Industrial Engineering,Information Technology,1,0,0,1,0,1,-2.12660484,-3.981639589
769,RO,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
770,US,Full-time,Unspecified,Unspecified,Management Consulting,Unspecified,0,0,0,0,0,1,-3.028126795,-2.898919407
771,US,Full-time,Entry level,Certification,Internet,Sales,1,0,1,1,0,1,-9.996358046,-3.549243538
772,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
773,AU,Full-time,Mid-Senior level,Unspecified,Design,Other,0,0,1,1,0,0,-3.437567297,-2.216166691
774,GB,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
775,NZ,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
776,US,Full-time,Not Applicable,Unspecified,Construction,Sales,1,0,1,0,0,1,-3.934917469,-3.549243538
777,US,Full-time,Mid-Senior level,High School or equivalent,Construction,Sales,1,0,1,1,0,1,-3.934917469,-3.549243538
778,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
779,US,Full-time,Not Applicable,Unspecified,Food & Beverages,Accounting/Auditing,1,0,1,0,0,1,-7.317348974,-1.84570792
780,US,Full-time,Associate,Unspecified,Retail,Management,0,0,1,1,0,1,-3.769772449,-3.943048543
781,NZ,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,1,0,1,1,0,0,-3.972869919,-3.981639589
782,US,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Advertising,0,0,1,1,0,1,-2.856609018,-2.834705855
783,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
784,US,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Information Technology,0,0,1,0,0,1,-2.856609018,-3.981639589
785,US,Full-time,Associate,Bachelor's Degree,Education Management,Management,0,0,1,0,0,1,-9.740450581,-3.943048543
786,US,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,0,1,0,0,1,-2.633916062,-2.853301252
787,DE,Full-time,Unspecified,Unspecified,Unspecified,Marketing,0,0,1,1,0,0,-2.823138472,-4.403047312
788,US,Full-time,Associate,Bachelor's Degree,Insurance,Human Resources,0,0,1,1,0,1,-2.970474687,-3.080366137
789,CA,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Marketing,0,0,0,0,0,0,-3.972869919,-4.403047312
790,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
791,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,1,0,1,-2.823138472,-2.898919407
792,EG,Contract,Unspecified,Unspecified,Food & Beverages,Unspecified,0,0,1,0,0,0,-7.317348974,-2.898919407
793,NZ,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,0,1,1,0,0,-3.972869919,-3.981639589
794,US,Full-time,Entry level,Bachelor's Degree,Computer Software,Sales,0,0,1,0,0,1,-5.60491141,-3.549243538
795,RO,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,0,-2.823138472,-2.898919407
796,US,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,0,1,0,0,1,-3.056588271,-2.853301252
797,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,0,-2.823138472,-2.898919407
798,US,Full-time,Unspecified,Unspecified,Unspecified,Business Analyst,0,0,0,0,0,1,-2.823138472,-4.382942415
799,US,Other,Internship,Bachelor's Degree,Writing and Editing,Writing/Editing,0,1,1,0,0,1,-6.020860869,-7.917538129
800,US,Full-time,Entry level,High School or equivalent,Construction,Other,0,0,1,0,0,1,-3.934917469,-2.216166691
801,GB,Full-time,Not Applicable,High School or equivalent,Unspecified,Business Analyst,0,0,1,1,0,0,-2.823138472,-4.382942415
802,US,Full-time,Associate,Bachelor's Degree,Hospital & Health Care,Business Analyst,0,0,1,0,0,1,-2.169675367,-4.382942415
803,GR,Full-time,Unspecified,Unspecified,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
804,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
805,GB,Part-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
806,GB,Full-time,Associate,Bachelor's Degree,Financial Services,Strategy/Planning,0,0,1,0,0,0,-3.056588271,-3.780290306
807,CA,Full-time,Unspecified,Unspecified,Information Technology and Services,Information Technology,0,0,0,0,0,0,-3.972869919,-3.981639589
808,US,Full-time,Unspecified,High School or equivalent,Construction,Production,0,0,1,1,0,1,-3.934917469,-7.789313116
809,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
810,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
811,US,Contract,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Information Technology,1,0,1,0,0,1,-2.169675367,-3.981639589
812,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
813,US,Full-time,Mid-Senior level,Certification,Oil & Energy,Other,1,0,1,1,1,1,-0.495323056,-2.216166691
814,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
815,US,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Project Management,0,0,1,1,1,1,-0.495323056,-2.851360103
816,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
817,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,1,1,-2.823138472,-2.898919407
818,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
819,AU,Full-time,Unspecified,Unspecified,Financial Services,Unspecified,1,0,1,1,0,0,-3.056588271,-2.898919407
820,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,1,-3.972869919,-3.981639589
821,US,Full-time,Entry level,Bachelor's Degree,Computer Software,Marketing,0,0,0,1,0,1,-5.60491141,-4.403047312
822,US,Full-time,Associate,Bachelor's Degree,Computer Software,Sales,0,0,1,0,0,1,-5.60491141,-3.549243538
823,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
824,GB,Full-time,Associate,Unspecified,Automotive,Distribution,1,0,0,1,0,0,-3.134094473,-1.974210465
825,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
826,US,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Accounting/Auditing,0,0,1,1,1,1,-0.495323056,-1.84570792
827,US,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0,0,1,0,0,1,-7.612026365,-2.853301252
828,US,Full-time,Associate,Unspecified,Internet,Finance,0,0,1,1,0,1,-9.996358046,-2.351014509
829,ZA,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,0,-9.740450581,-2.898919407
830,GB,Full-time,Not Applicable,Unspecified,Restaurants,Other,0,0,1,0,0,0,-6.996930879,-2.216166691
831,US,Full-time,Not Applicable,Unspecified,Information Technology and Services,Engineering,0,0,1,0,0,1,-3.972869919,-2.391780105
832,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
833,US,Full-time,Unspecified,High School or equivalent,Automotive,Sales,1,0,1,0,0,1,-3.134094473,-3.549243538
834,FR,Full-time,Not Applicable,Unspecified,Internet,Engineering,0,0,1,0,0,0,-9.996358046,-2.391780105
835,US,Contract,Unspecified,Unspecified,Unspecified,Unspecified,0,1,1,0,0,1,-2.823138472,-2.898919407
836,GR,Full-time,Mid-Senior level,Unspecified,Computer Software,Design,0,0,1,1,0,0,-5.60491141,-4.708274573
837,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
838,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
839,US,Full-time,Unspecified,Unspecified,Unspecified,Engineering,0,0,1,1,0,1,-2.823138472,-2.391780105
840,US,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,1,0,1,0,0,1,-2.633916062,-2.853301252
841,US,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Advertising,0,0,1,1,0,1,-2.856609018,-2.834705855
842,Unspecified,Full-time,Mid-Senior level,Bachelor's Degree,Retail,Marketing,1,1,1,1,0,0,-3.769772449,-4.403047312
843,US,Full-time,Unspecified,Unspecified,Marketing and Advertising,Unspecified,0,0,1,0,0,1,-2.856609018,-2.898919407
844,US,Full-time,Associate,High School or equivalent,Financial Services,Customer Service,1,0,1,1,1,1,-3.056588271,-2.853301252
845,GB,Contract,Executive,Bachelor's Degree,"Leisure, Travel & Tourism",Marketing,1,0,1,1,0,0,-0.977660261,-4.403047312
846,US,Full-time,Entry level,High School or equivalent,Retail,Customer Service,1,0,1,1,1,1,-3.769772449,-2.853301252
847,IN,Full-time,Entry level,Bachelor's Degree,Outsourcing/Offshoring,Administrative,1,0,1,1,0,0,-2.894588944,-1.458699604
848,IE,Full-time,Associate,Bachelor's Degree,Internet,Human Resources,0,0,1,1,0,0,-9.996358046,-3.080366137
849,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,0,0,1,0,1,-5.60491141,-3.981639589
850,US,Full-time,Director,Unspecified,Internet,Engineering,0,0,1,1,0,1,-9.996358046,-2.391780105
851,GR,Full-time,Entry level,Unspecified,Marketing and Advertising,Marketing,0,0,0,1,0,0,-2.856609018,-4.403047312
852,US,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Engineering,0,0,1,0,0,1,-0.495323056,-2.391780105
853,RU,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,1,0,0,-2.823138472,-2.898919407
