fraudulent,employment_type,required_experience,required_education,company_profile_length,description_length,requirements_length,benefits_length,industry_SWOE,function_SWOE,from_US,money_in_title,mentions_salary,telecommuting,has_company_logo,has_questions,has_email,has_phone,has_url,has_fraud_bigram,has_legit_bigram
0,Unspecified,Unspecified,Unspecified,100,225,76,104,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Temporary,Internship,Unspecified,39,170,219,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0
0,Full-time,Entry level,High School or equivalent,121,296,45,69,-2.834459249,-3.080366137,1,0,0,0,1,1,0,0,0,1,1
0,Full-time,Unspecified,Unspecified,273,90,54,5,-2.856609018,-4.835137309,0,0,0,0,1,1,0,0,0,0,1
0,Part-time,Entry level,High School or equivalent,140,103,2,4,-2.856609018,-4.403047312,0,0,1,0,1,0,1,0,0,1,0
0,Full-time,Mid-Senior level,Unspecified,83,378,82,0,-3.972869919,-3.981639589,0,0,0,0,1,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,56,123,127,77,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,126,317,0,0,-6.160939402,-7.789313116,1,0,0,0,1,0,0,0,0,1,0
0,Other,Unspecified,Unspecified,134,157,70,95,-2.169675367,-5.775604967,1,1,0,0,1,1,0,0,0,0,1
0,Contract,Mid-Senior level,Bachelor's Degree,85,129,233,5,-0.495323056,-3.981639589,1,0,0,0,1,0,0,0,0,1,0
0,Full-time,Executive,Unspecified,232,171,86,31,-3.972869919,-2.351014509,0,0,0,0,1,0,1,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,192,255,75,0,-3.863756234,-2.898919407,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Not Applicable,High School or equivalent,175,191,98,63,-3.934917469,-3.549243538,1,0,1,0,1,0,0,0,0,1,1
0,Unspecified,Unspecified,Unspecified,0,47,19,0,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,90,355,181,107,-5.60491141,-3.549243538,1,0,0,0,1,0,0,0,0,0,1
0,Unspecified,Not Applicable,Unspecified,32,19,99,0,-3.972869919,-2.806386024,0,0,0,0,0,1,1,0,1,0,1
0,Contract,Unspecified,Unspecified,206,63,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,192,70,148,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0
0,Full-time,Not Applicable,High School or equivalent,74,116,49,68,-2.816247479,-2.216166691,1,0,1,0,1,0,0,0,0,0,0
0,Full-time,Not Applicable,Unspecified,116,66,23,0,-7.317348974,-2.898919407,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Entry level,Unspecified,0,66,73,13,-3.934917469,-2.898919407,1,0,0,0,0,0,0,0,0,0,0
0,Full-time,Associate,Unspecified,150,158,100,0,-4.567343235,-2.898919407,1,0,0,0,1,1,0,0,1,0,1
0,Full-time,Not Applicable,Unspecified,191,149,25,0,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,125,358,181,107,-5.60491141,-3.549243538,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,106,272,78,26,-2.823138472,-4.403047312,0,0,0,0,1,0,0,0,0,0,1
0,Part-time,Associate,Bachelor's Degree,0,108,120,9,-9.740450581,-3.080366137,0,0,1,0,0,1,0,0,0,1,0
0,Contract,Entry level,Bachelor's Degree,9,38,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,0,0,0
0,Full-time,Associate,Bachelor's Degree,163,147,22,17,-2.701610506,-3.080366137,0,0,0,0,1,1,0,0,1,0,1
0,Full-time,Entry level,Bachelor's Degree,200,261,103,41,-3.69618536,-2.970504436,0,0,1,0,1,1,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,136,91,10,2,-2.823138472,-3.550086188,0,0,0,0,1,0,1,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,0,159,154,61,-3.972869919,-2.898919407,0,0,0,0,0,1,0,0,0,0,1
0,Other,Unspecified,Unspecified,143,219,93,3,-2.701610506,-2.898919407,1,0,0,0,1,1,0,0,0,1,1
0,Unspecified,Unspecified,Unspecified,110,375,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0
0,Full-time,Associate,Unspecified,153,290,74,84,-3.056588271,-3.549243538,1,0,0,0,1,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Certification,0,89,57,16,-3.972869919,-3.981639589,0,0,1,0,0,1,0,0,0,0,0
0,Full-time,Entry level,High School or equivalent,136,115,12,2,-1.843491945,-1.458699604,0,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,63,391,5,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,1,0,0
0,Unspecified,Unspecified,Unspecified,0,146,64,114,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,84,63,152,8,-3.972869919,-2.898919407,0,0,1,0,1,0,1,0,1,1,1
0,Full-time,Mid-Senior level,Bachelor's Degree,0,404,105,129,-3.056588271,-3.943048543,1,0,0,0,0,0,1,1,0,0,1
0,Part-time,Entry level,High School or equivalent,87,163,73,66,-5.421035692,-4.403047312,0,0,0,0,1,1,1,0,1,1,0
0,Full-time,Unspecified,Unspecified,55,241,0,71,-2.823138472,-3.549243538,0,0,1,0,1,1,0,0,1,0,0
0,Unspecified,Unspecified,Unspecified,150,130,83,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,77,91,116,30,-7.612026365,-2.806386024,0,0,0,0,1,1,0,0,1,0,0
0,Full-time,Mid-Senior level,Master's Degree,114,147,102,26,-9.996358046,-2.851360103,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Entry level,Bachelor's Degree,55,97,64,14,-3.972869919,-3.549243538,1,0,1,0,1,1,0,0,1,0,0
0,Full-time,Unspecified,Bachelor's Degree,0,123,70,19,-6.787626341,-4.403047312,0,0,0,0,0,1,0,0,0,0,0
0,Other,Entry level,Unspecified,145,130,0,0,-9.996358046,-2.898919407,1,0,0,0,1,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,66,171,125,75,-2.856609018,-3.981639589,0,0,0,0,1,0,0,0,1,0,1
0,Full-time,Associate,Unspecified,0,341,87,79,-3.056588271,-3.549243538,1,0,0,0,0,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,929,0,0,-2.823138472,-2.898919407,1,0,0,0,0,1,0,1,1,0,0
0,Unspecified,Unspecified,Unspecified,8,15,77,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,192,255,70,0,-3.863756234,-2.898919407,1,0,0,0,1,0,0,0,0,0,1
0,Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,0,202,99,18,-6.787626341,-4.403047312,0,0,0,0,0,1,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,63,71,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,1,0,0,0,0
0,Unspecified,Unspecified,Unspecified,143,134,43,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,1,1
0,Temporary,Entry level,Unspecified,321,209,161,160,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0
0,Contract,Unspecified,Unspecified,0,81,128,0,-2.823138472,-3.981639589,0,0,0,0,0,0,0,0,0,0,0
0,Contract,Unspecified,Unspecified,0,79,99,0,-2.823138472,-3.981639589,1,0,0,0,0,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,84,96,125,8,-2.849472949,-3.981639589,1,0,0,0,1,0,1,0,1,1,1
0,Full-time,Associate,Bachelor's Degree,114,89,57,49,-3.972869919,-2.853301252,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Internship,Bachelor's Degree,90,78,14,24,-3.437567297,-4.708274573,0,0,1,0,1,1,0,0,1,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,0,427,105,75,-3.056588271,-3.943048543,1,0,0,0,0,0,1,1,0,0,1
0,Unspecified,Unspecified,Unspecified,102,119,105,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1
0,Full-time,Associate,High School or equivalent,0,184,0,0,-2.346184837,-3.549243538,0,0,1,0,0,0,0,0,0,0,1
0,Full-time,Executive,Master's Degree,138,17,121,7,-2.169675367,-5.775604967,1,0,0,0,0,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,148,62,36,133,-5.421035692,-4.403047312,1,0,0,0,1,1,0,0,1,0,1
0,Contract,Mid-Senior level,Unspecified,0,178,223,389,-3.972869919,-3.981639589,1,0,0,1,0,1,0,0,1,0,1
0,Full-time,Director,Unspecified,0,197,74,99,-5.60491141,-3.549243538,1,0,1,0,0,1,0,0,0,0,1
0,Full-time,Entry level,Bachelor's Degree,90,293,210,124,-5.60491141,-3.549243538,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,151,164,261,0,-2.856609018,-3.780290306,1,0,0,0,1,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,66,90,14,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0
0,Part-time,Entry level,High School or equivalent,88,125,105,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0
0,Full-time,Entry level,Bachelor's Degree,0,15,6,3,-9.996358046,-2.391780105,1,0,1,1,0,0,0,0,0,0,1
0,Temporary,Mid-Senior level,Associate Degree,39,311,118,0,-7.370729443,-4.403047312,0,0,1,0,0,1,0,0,0,0,0
0,Full-time,Mid-Senior level,Unspecified,108,158,48,63,-4.209827054,-2.391780105,0,0,0,0,1,1,0,0,1,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,74,213,44,0,-3.972869919,-3.981639589,0,0,0,0,1,0,0,0,0,0,0
0,Part-time,Entry level,High School or equivalent,88,138,53,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0
0,Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Unspecified,Unspecified,Unspecified,50,57,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1
0,Full-time,Executive,Unspecified,113,241,132,35,-0.977660261,-4.403047312,0,0,1,0,1,1,0,0,0,0,1
0,Part-time,Unspecified,High School or equivalent,29,128,0,44,-2.169675367,-5.775604967,1,0,0,0,1,1,0,0,0,1,1
0,Full-time,Unspecified,Unspecified,150,141,74,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Part-time,Associate,High School or equivalent,0,70,105,30,-2.970474687,-3.549243538,1,0,0,1,0,1,0,0,0,1,1
0,Unspecified,Unspecified,Unspecified,118,153,149,40,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,33,115,310,42,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,1,0
0,Full-time,Mid-Senior level,Bachelor's Degree,53,131,237,21,-9.996358046,-4.403047312,1,0,1,1,1,0,0,0,0,0,0
0,Full-time,Associate,Bachelor's Degree,84,402,103,54,-4.095068015,-3.549243538,1,0,0,0,1,0,0,0,1,0,0
0,Full-time,Not Applicable,Professional,22,521,28,12,-1.843491945,-2.216166691,0,0,1,0,0,1,0,0,0,0,0
0,Full-time,Mid-Senior level,Unspecified,148,367,196,115,-9.996358046,-2.391780105,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,78,107,304,85,-3.972869919,-3.981639589,0,0,1,0,1,1,0,0,1,0,1
0,Contract,Entry level,Bachelor's Degree,9,57,15,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,1,0,0
0,Unspecified,Unspecified,Unspecified,0,45,45,141,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,1
0,Contract,Unspecified,Bachelor's Degree,9,41,16,3,-9.740450581,-2.898919407,0,0,0,0,1,1,0,0,1,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,0,97,101,34,-3.437567297,-4.708274573,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Associate,Associate Degree,160,369,186,0,-9.996358046,-4.282798225,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Entry level,Bachelor's Degree,68,200,36,33,-6.20358694,-3.780290306,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Associate Degree,214,285,46,3,-2.015685175,-6.637161261,1,0,1,0,1,1,0,1,0,0,1
0,Unspecified,Unspecified,Unspecified,382,297,74,165,-2.823138472,-2.898919407,0,0,0,0,1,1,1,0,0,0,1
0,Full-time,Entry level,Bachelor's Degree,273,185,19,32,-2.856609018,-3.981639589,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,0,204,0,0,-3.883577873,-2.898919407,1,1,0,0,0,0,0,0,0,0,1
0,Full-time,Entry level,High School or equivalent,67,105,39,25,-2.856609018,-3.549243538,1,0,0,0,1,1,0,0,0,1,1
0,Full-time,Associate,Unspecified,0,218,116,35,-6.787626341,-3.981639589,1,0,0,0,0,1,0,0,0,0,1
0,Full-time,Entry level,High School or equivalent,88,156,90,0,-4.095068015,-2.853301252,1,0,0,0,1,0,0,0,0,1,0
0,Unspecified,Unspecified,Unspecified,41,71,5,3,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,1,0
0,Full-time,Mid-Senior level,Bachelor's Degree,87,159,89,125,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,1
0,Full-time,Mid-Senior level,Unspecified,0,19,54,9,-2.856609018,-3.981639589,0,0,0,0,0,1,0,0,0,0,1
0,Full-time,Not Applicable,Bachelor's Degree,160,71,284,0,-9.996358046,-3.981639589,0,0,0,0,1,1,0,0,0,0,1
0,Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Full-time,Unspecified,Unspecified,52,215,66,58,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,150,146,77,0,-9.996358046,-2.853301252,1,0,0,0,1,1,0,0,0,0,0
0,Full-time,Mid-Senior level,Unspecified,0,123,0,0,-5.60491141,-3.981639589,1,0,1,0,0,0,0,0,0,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,113,37,23,0,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1
0,Temporary,Associate,Unspecified,136,151,10,5,-4.126344231,-3.549243538,0,0,0,0,1,1,0,0,1,0,1
0,Contract,Entry level,Bachelor's Degree,9,30,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,1,0,0
0,Full-time,Associate,Bachelor's Degree,0,166,65,7,-3.056588271,-3.549243538,0,0,1,0,0,1,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,140,214,23,83,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,1,1
0,Unspecified,Unspecified,Unspecified,0,324,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,1,1
0,Part-time,Unspecified,Unspecified,0,75,7,2,-2.169675367,-2.898919407,0,0,1,0,0,0,0,0,0,0,0
0,Full-time,Unspecified,Bachelor's Degree,83,66,49,0,-3.992018165,-2.391780105,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Associate,Unspecified,150,11,45,0,-3.056588271,-2.853301252,0,0,0,0,1,1,0,0,1,0,0
0,Unspecified,Unspecified,Unspecified,140,217,14,83,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,1,1
0,Full-time,Mid-Senior level,Unspecified,66,206,0,0,-2.856609018,-3.549243538,1,0,0,1,1,0,0,0,0,1,1
0,Unspecified,Unspecified,Bachelor's Degree,143,311,131,13,-6.787626341,-3.549243538,1,0,0,0,1,1,0,0,1,0,0
0,Unspecified,Unspecified,Unspecified,0,54,167,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0
0,Full-time,Mid-Senior level,Unspecified,321,298,98,59,-9.996358046,-1.84570792,0,0,0,0,1,1,0,0,1,0,1
0,Part-time,Not Applicable,Unspecified,29,86,24,7,-2.169675367,-1.84570792,1,0,0,0,1,1,0,0,0,0,0
0,Full-time,Entry level,Bachelor's Degree,95,198,52,0,-3.972869919,-3.549243538,0,0,0,0,1,1,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,136,102,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1
0,Full-time,Unspecified,Unspecified,46,184,76,37,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1
0,Full-time,Director,Master's Degree,142,267,85,6,-2.015685175,-4.403047312,1,0,0,0,1,1,0,0,1,0,1
0,Unspecified,Unspecified,Unspecified,0,581,70,9,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Associate,Unspecified,214,232,0,3,-2.856609018,-4.403047312,1,0,1,0,1,1,0,1,0,0,1
0,Full-time,Associate,Unspecified,186,158,109,109,-9.996358046,-2.391780105,0,0,1,0,1,1,0,0,1,0,1
0,Unspecified,Unspecified,Unspecified,0,50,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,1,0
0,Unspecified,Unspecified,Unspecified,110,465,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,37,28,26,6,-3.972869919,-2.391780105,0,0,0,0,1,1,0,0,1,0,0
0,Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Contract,Mid-Senior level,Unspecified,0,27,101,6,-3.972869919,-2.391780105,0,0,1,0,0,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,114,49,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0
0,Full-time,Not Applicable,Bachelor's Degree,108,15,3,7,-9.996358046,-2.216166691,0,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,190,61,8,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,56,130,297,12,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,128,129,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,1
0,Full-time,Entry level,Unspecified,62,118,136,0,-1.006104093,-3.981639589,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,87,120,110,125,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,1
0,Unspecified,Unspecified,Unspecified,0,80,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,0
0,Full-time,Not Applicable,High School or equivalent,72,391,29,1,-7.492904484,-7.917538129,0,0,0,1,1,1,0,0,1,0,0
0,Unspecified,Entry level,High School or equivalent,121,181,48,69,-2.498791322,-2.853301252,1,0,0,0,1,1,0,0,0,1,1
0,Contract,Unspecified,Bachelor's Degree,213,123,222,17,-6.20358694,-2.898919407,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,34,113,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Other,Not Applicable,Unspecified,108,223,162,44,-4.209827054,-2.853301252,0,0,0,0,1,0,0,0,0,1,0
0,Full-time,Entry level,Master's Degree,113,69,12,77,-3.972869919,-3.550086188,1,0,0,0,0,0,0,0,1,0,1
0,Unspecified,Unspecified,Unspecified,20,108,59,142,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Contract,Not Applicable,Unspecified,80,395,160,26,-5.60491141,-3.981639589,0,0,0,1,1,0,0,0,1,0,1
0,Full-time,Associate,Bachelor's Degree,175,130,30,38,-9.996358046,-3.549243538,1,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,77,45,113,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,122,31,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,0,497,40,0,-2.823138472,-2.898919407,1,0,0,0,0,1,1,1,0,0,0
0,Part-time,Entry level,High School or equivalent,115,120,35,6,-3.815002963,-2.898919407,1,0,0,0,1,1,0,0,0,1,1
0,Unspecified,Unspecified,Unspecified,37,37,81,23,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,1,0
0,Unspecified,Unspecified,Unspecified,140,62,33,13,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,102,241,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,402,223,153,25,-2.498791322,-2.351014509,0,0,0,0,1,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,152,123,16,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,1
0,Full-time,Entry level,High School or equivalent,36,36,45,72,-2.816247479,-1.974210465,1,1,0,0,1,1,0,0,0,1,1
0,Contract,Unspecified,Unspecified,77,203,0,0,-2.823138472,-2.898919407,1,0,0,1,1,1,0,0,1,0,0
0,Full-time,Director,Master's Degree,65,82,72,21,-9.996358046,-3.943048543,1,0,0,0,1,1,0,0,1,0,1
0,Unspecified,Unspecified,Unspecified,199,259,124,24,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Unspecified,Bachelor's Degree,402,183,162,41,-2.498791322,-4.403047312,0,0,0,0,1,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,132,107,3,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,0,0,0
0,Contract,Unspecified,Bachelor's Degree,9,24,18,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,179,224,87,6,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1
0,Full-time,Mid-Senior level,Unspecified,111,249,119,12,-9.996358046,-1.84570792,0,0,1,0,1,1,0,0,0,0,1
0,Other,Unspecified,Unspecified,108,18,31,61,-4.209827054,-2.216166691,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Unspecified,Unspecified,0,140,62,0,-3.972869919,-2.898919407,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,126,258,120,10,-5.60491141,-2.391780105,1,0,0,0,1,0,0,0,0,0,0
0,Full-time,Not Applicable,High School or equivalent,103,212,28,96,-3.134094473,-1.84570792,1,0,0,0,1,0,0,0,0,0,1
0,Contract,Unspecified,Bachelor's Degree,9,32,20,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0
0,Full-time,Associate,Associate Degree,39,32,252,0,-5.219381722,-1.458699604,0,0,1,0,0,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,46,134,92,34,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1
0,Full-time,Mid-Senior level,Unspecified,18,60,23,13,-9.740450581,-2.898919407,0,0,0,0,1,1,0,0,1,1,1
0,Other,Mid-Senior level,High School or equivalent,121,142,129,62,-3.972869919,-3.550086188,1,0,0,0,1,1,0,0,1,0,0
0,Full-time,Mid-Senior level,Unspecified,157,112,73,42,-9.996358046,-3.981639589,0,0,0,0,1,0,1,0,1,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,159,58,55,9,-3.972869919,-3.981639589,0,0,0,0,1,1,0,0,1,0,0
0,Full-time,Entry level,High School or equivalent,231,217,127,0,-5.219381722,-2.853301252,1,0,1,0,1,1,0,0,0,1,0
0,Full-time,Associate,High School or equivalent,0,559,0,0,-2.734488544,-2.216166691,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,134,75,93,0,-5.60491141,-2.898919407,1,0,0,1,1,1,0,0,0,0,0
0,Full-time,Associate,Unspecified,0,267,49,0,-7.104269424,-2.898919407,0,0,1,0,0,1,0,0,0,0,1
0,Full-time,Unspecified,Bachelor's Degree,143,31,165,6,-6.787626341,-1.84570792,1,0,0,0,1,1,0,0,0,1,1
0,Full-time,Associate,Unspecified,84,331,0,0,-5.60491141,-4.708274573,1,0,0,0,1,1,0,0,1,0,1
0,Full-time,Unspecified,High School or equivalent,229,208,170,48,-3.352283988,-2.898919407,1,0,0,0,1,1,1,0,0,1,1
0,Part-time,Entry level,Unspecified,391,69,67,143,-2.823138472,-3.549243538,0,0,0,0,1,1,0,0,0,1,1
0,Contract,Associate,Bachelor's Degree,219,261,90,47,-3.959154557,-4.403047312,1,0,0,0,1,1,0,0,1,1,1
0,Unspecified,Unspecified,Unspecified,33,125,37,75,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,125,358,181,107,-5.60491141,-3.549243538,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Not Applicable,Unspecified,32,88,126,0,-5.60491141,-2.853301252,0,0,0,0,0,0,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,61,199,23,4,-3.846767945,-2.351014509,0,0,0,0,1,0,1,1,1,0,0
0,Full-time,Entry level,High School or equivalent,103,280,155,134,-3.134094473,-2.806386024,1,0,0,0,1,1,0,0,1,0,1
0,Full-time,Mid-Senior level,Unspecified,157,97,66,42,-5.60491141,-2.851360103,0,0,0,0,1,0,1,0,1,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,0,190,38,28,-5.60491141,-4.708274573,0,0,1,0,0,0,0,0,0,0,1
0,Other,Internship,Certification,77,197,108,17,-7.612026365,-4.403047312,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Director,Unspecified,300,372,82,118,-3.972869919,-2.853301252,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Unspecified,Bachelor's Degree,0,203,114,0,-3.934917469,-1.84570792,1,0,0,0,0,0,0,0,0,0,1
0,Part-time,Mid-Senior level,Bachelor's Degree,171,177,131,0,-4.209827054,-4.708274573,0,0,1,0,1,1,0,0,1,1,1
0,Contract,Unspecified,Unspecified,0,102,0,0,-2.823138472,-2.898919407,1,0,0,1,0,0,0,0,0,0,1
0,Other,Not Applicable,Unspecified,0,52,23,0,-2.712959913,-7.789313116,1,0,0,0,0,1,0,0,0,0,1
0,Full-time,Entry level,High School or equivalent,88,145,91,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0
0,Full-time,Entry level,Unspecified,0,235,0,0,-5.60491141,-2.898919407,1,0,0,0,0,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,84,170,177,19,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,113,58,23,0,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1
0,Contract,Entry level,Bachelor's Degree,9,30,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,1,0,0
0,Full-time,Internship,Bachelor's Degree,57,45,0,0,-0.590358018,-1.458699604,0,0,1,0,1,1,0,0,0,0,0
